Feature ID	Taxon	Consensus
1ce6d27b61ce9c5e4d799a250b89f814	Unassigned	1.0
1cea35f8f5bba20340d72b0fd78be6f9	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfoprunum;s__Desulfoprunum sp000769715	1.0
1cf78c433ad1b05298ade7b7a00df6a3	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum;s__Chlorobaculum sp900299075	1.0
1d0fc22dacbec83b265209674c34006d	Unassigned	1.0
1d10a60017b70f2bbd7498fb2584d3d4	Unassigned	1.0
1d1733fc76ec2862ff0e5b9dbac26f69	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__GMQP-bins7;s__GMQP-bins7 sp004366385	1.0
1d186b9d2ad5e033e8880613a33bf183	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__Rubrivivax sp016709385	1.0
1d198e77e2f56ca8fc9c9f38a2b6aa70	Unassigned	1.0
1d3200b36719c9e9a31a5f15d949ffa6	Unassigned	1.0
1d33b7992bb8e0cf650099c17550ce59	Unassigned	1.0
1d375216d8d6fad6168b0de3e38c139c	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__Thiobacillus sp001899305	1.0
1d3eb4132843c9b77ef52547369babbe	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JADJOM01;s__JADJOM01 sp016713435	1.0
1d447f6463c38c907dc35656ff3bc2b1	Unassigned	1.0
1d50940546dd2cbcfbef0c4954ead7cd	Unassigned	1.0
1d55fd14d21f3149b2ae55238fb4a1e7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__Sphingomicrobium sediminicola	1.0
1d6691ca58e7a67e0911ec09fba4623a	Unassigned	1.0
1d6a85a238a4710bac1f0af48a426fdf	d__Bacteria;p__Acidobacteriota;c__Mor1;o__Gp22-AA2;f__AA152;g__AA152;s__AA152 sp003222305	1.0
1d6ac4b16362d813b8c79c7f242eff9a	Unassigned	1.0
1d7c6fadbea5340cac6f928e0f3ff4d0	Unassigned	1.0
1d833d83ec315a97adfbdae9ad5878b6	Unassigned	1.0
1da59f8c6b45766c101fd296c106e4d2	Unassigned	1.0
1da60bc5acd5bbb041e5849d5f052173	Unassigned	1.0
1da67ea65fd9148bb5b390da52e28df0	Unassigned	1.0
1da8741c45a3d759076a95566658d330	Unassigned	1.0
1dbe4d0e8febf50ebefdbaec57c55280	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ramlibacter;s__Ramlibacter monticola	1.0
1dc22e5df4b11565c27a6d54b3a21336	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__Thiobacillus sp001899305	1.0
1dc6c15a505684543cca1107cc98a679	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Mitsuaria;s__Mitsuaria sp002761755	1.0
1dc82f4fd4fe7933eeaaee5331d4be92	Unassigned	1.0
1dd33079c4bc633f425236e18c52340a	Unassigned	1.0
1dd635e707818dc25e044c072e92b485	Unassigned	1.0
1dd834a5faa62f248065f81a48f53e64	Unassigned	1.0
1de797808c3dccbe95d4479d5c466c87	Unassigned	1.0
1deb717ff1514733ea9260e6ffa41114	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Pedococcus;s__Pedococcus cremeus	1.0
1dee7c9ba5a10b4f5932e3c7a2432663	Unassigned	1.0
1defc447172da5ca59e2baf06e6b99b1	Unassigned	1.0
1df089feeef6a6630470fa4c81f2c609	Unassigned	1.0
1e0a036867b2eb51df1c9b84f8b370f3	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__JACDCH01;g__VFJN01;s__VFJN01 sp009694375	1.0
1e1007534777245ac2231ad7a0df9df6	Unassigned	1.0
1e224e15994ca014abcd8504c0d244be	Unassigned	1.0
1e274fe465b434e000e861636c3a2d63	Unassigned	1.0
1e2b0f1f622bd2b15230d3f3389f9568	Unassigned	1.0
1e30099efee6a038ac7fcf6d1e964f60	Unassigned	1.0
1e331d65fc99d4f8964927d3f917df1c	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SZAS-79;s__SZAS-79 sp016713125	1.0
1e37419ac462fd8cf4372e95fed595b9	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JABFSM01;s__JABFSM01 sp013140635	1.0
1e3adf3aacbc0f1b43f3edc9c0476f76	Unassigned	1.0
1e4ffe8f77e06469c6161539f5aab82a	Unassigned	1.0
1e6d1e34b365f644c2223749c03b0ecd	Unassigned	1.0
1e760129004f802973562ae4de60a564	Unassigned	1.0
1e77cb5e09b7068a951155fccae3f804	Unassigned	1.0
1e7c227b2982c433c0d11d08c03fd1c1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Albitalea;s__Albitalea sp905339355	1.0
1e882bb71ad46949350a39978d73fd77	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium_A;s__Aquabacterium_A terrae	1.0
1e8b5ea65f6f69f34a3abbbf9fe32e76	Unassigned	1.0
1e949eef8a2efaa9cdfbe0b4ffb3ec4d	Unassigned	1.0
1e971ae5ed7625c00a1c170d495c35e5	Unassigned	1.0
1e9a4a671ecdf7c6dbcc7073f3991210	Unassigned	1.0
1ebae71b0243a11f35600c48cf0bf10e	Unassigned	1.0
1ec606d546f9dd5ed3f992b5ae18b29b	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter daejeonensis	1.0
1ec789c4a7a604cfd2027d8289d7263a	Unassigned	1.0
1edad5b92780e6b4a09e6607e94c2ef7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__RBG-16-66-20;s__RBG-16-66-20 sp016868105	1.0
1edcf13d3ff161811c976d1496783fd5	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_A;s__Nitrospira_A sp900170025	1.0
1edef2d5e1bf975b7142b278dc715438	Unassigned	1.0
1edf273507f2123b4af9c7125da0f9e5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuricellaceae;g__Sulfurimicrobium;s__Sulfurimicrobium lacus	1.0
1ef118c370238fd80611efe5804d0265	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ramlibacter;s__Ramlibacter sp014874145	1.0
1ef3305ef27220e858e4260bd55c2b66	Unassigned	1.0
1ef4caeab823f4e4d89ffec560e47442	Unassigned	1.0
1ef5242900f4fe41dc81bb06291c8474	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__Azonexus sp013363835	1.0
1ef78fd554164bd2ce44d361fe24137c	Unassigned	1.0
1f003f9a7e8ae4d4ef9c1717b915c986	Unassigned	1.0
1f00e1408b845f7ebe6b2b4f31e9a887	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__P52-10;s__P52-10 sp014873415	1.0
1f0329e03ad7494f4ea2a99c99221ce3	Unassigned	1.0
1f046ab7760e6a7e88c9789d7f0f4e67	Unassigned	1.0
1f174ae50e0873455dd92c3ab7c1994b	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__JJ008 sp016720745	1.0
1f180c886a23bed139dd8a16091f92f5	Unassigned	1.0
1f2517d7d0d48fc4785f0a016bb53dc8	Unassigned	1.0
1f29c5a654cb44656b69fef9e49da35c	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Puia;s__Puia sp013286315	1.0
1f30f70959ef875b56f803fff57d457e	Unassigned	1.0
1f3274efc50f9d06b1731e0959fd5b1a	Unassigned	1.0
1f387ce33b1f18994c8b0a7c644305f7	Unassigned	1.0
1f3ef234176ae99a80c0575c152b0747	Unassigned	1.0
1f3f2a27f6a859bfc31baa29ca096c04	Unassigned	1.0
1f40b2ce64131fd1040e82fd1cc2134d	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__SYFT01;s__SYFT01 sp016716905	1.0
1f557378ade27cc1043fb1c4a8fdc9ee	Unassigned	1.0
1f57ffcfe8e4882e8330469c410c1d85	Unassigned	1.0
1f58d71806243c19e8e7f42f343939d3	Unassigned	1.0
1f5c0ff68dbc962637b3a4d0540b34af	Unassigned	1.0
1f76668ce51ba00c8c8d21e3299e4d96	Unassigned	1.0
1f787eeb55f8568d4573ec882b1c3fc7	Unassigned	1.0
1f8a12d56ffed521ef0137a341cea3bb	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__Anaeromyxobacter sp000964525	1.0
1f8e2e819aa2e5989a3024aeb5da3e00	Unassigned	1.0
1f9003528c92f76b3166064a581d167e	Unassigned	1.0
1fb31d8fd299fd28d6204e679c48689b	Unassigned	1.0
1fc0994ad72896b89043219ff311a770	Unassigned	1.0
1fddcd5399e0294a36ed37d5bbc15fd1	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__RBG-16-66-30;s__RBG-16-66-30 sp012516875	1.0
1fe7b6b455a3541dc4f0436319c1f47b	Unassigned	1.0
1fe98f21ee44148675fdffcc3cde3900	Unassigned	1.0
1fea022c8d595b9b8296fc57e249af76	Unassigned	1.0
1fec299bdc39fc94732376179eca6d4d	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__Sphingomicrobium sp014873475	1.0
20180756ec7f946bf3d86e8fea44cdaa	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter daejeonensis	1.0
20181aedf61a7f2e3ea45b66e71f5159	Unassigned	1.0
2021689aeef3a5a0e4b324dd401a2ac6	Unassigned	1.0
203293bd98604f91c7f847f5b75f79c0	Unassigned	1.0
2033d3189082c5f5b1116bd34d27b65b	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__SCN-69-89;s__SCN-69-89 sp008039575	1.0
2042a7b6e83e38f374038dc892ca1272	Unassigned	1.0
20436621dff3e84d1fd53839f65c58c7	Unassigned	1.0
2048661c61e7f5d4afef772d8dbc540a	Unassigned	1.0
20606ffd8493c87547cc866af36f8baf	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__Lacunisphaera sp900104925	1.0
20627a4a57b14531f6682c4e6c2964d3	Unassigned	1.0
20629eb9a9d8ab077b6fe33a7cd3ed34	Unassigned	1.0
206923e841c020a7884dd014765473b9	Unassigned	1.0
206b8e7c2bfd93eb62e6eb043d8360cd	Unassigned	1.0
208aa78883553e61b80cc93258613d9f	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__Anaeromyxobacter sp000964525	1.0
20966e2d0363f910135133dc277e1283	Unassigned	1.0
20ab09b215cb3e26b9054a304218f4b4	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C	1.0
20c43e8983147ded8ed94a31543b8cd0	Unassigned	1.0
20d7490b9efeb6cd207e5c986aef413c	Unassigned	1.0
20e6623749dad37fa35e570566660e12	Unassigned	1.0
20ed672a2fbd546534f017e830cdc8f3	Unassigned	1.0
20ef327338bc1055b35ea7fb3065fd61	Unassigned	1.0
20eff38ca86bc184443e3ca7e760ead4	Unassigned	1.0
20f54e766d90745eaece881982e515e4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella delicata	1.0
21051d23f62a330f56682f5fcdea91a5	Unassigned	1.0
210775b514c928413cccdbb9abd1a2f7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__SYSU-D60009;s__SYSU-D60009 sp003574735	1.0
2114468fb053738e112e5cb200c4ad09	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__Nakamurella flava	1.0
212a2c8134a2a627f43414c5617b07c5	Unassigned	1.0
212a4afb460b7713bba0168097c4789a	Unassigned	1.0
21350f5e9b3def0f0fc79bbade2cbc4e	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__UBA6140;s__UBA6140 sp001704575	1.0
21443399ed198aeec585e05f069e193c	Unassigned	1.0
214d439212cbf581394ea3e9e7de5866	Unassigned	1.0
21517ab82c2fc0cdb8dc8d5a958ec23a	Unassigned	1.0
215ed218f2d85d4df4a7e299b5e509bc	Unassigned	1.0
2162d21df2720bc7362d37fb9bf7a11e	Unassigned	1.0
21646a7a0cb990f36e6de342c5ce3fb9	Unassigned	1.0
216d6f694c2aa192d9e76dc72b3b98c7	Unassigned	1.0
217800df62718d56d550fdd37bef23d2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter_A;s__Lysobacter_A helvus	1.0
217dec7bad3e983e8aeceef09b1fd079	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__RHKX01;s__RHKX01 sp008363375	1.0
2185e5b77f5cea22d48b667545a1bc8a	Unassigned	1.0
2193a4e4b50a3c61539e3f04514d4918	Unassigned	1.0
21a2738a3a91b910e2dd1dcb64d5b0f6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__JJ008 sp016235125	1.0
21a605d0d3809b39548734d324f39dc6	Unassigned	1.0
21a8cae24f33b4eaea91f9dd4202e83b	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia;o__S15B-MN24;f__VGJW01;g__VGJY01;s__VGJY01 sp016867235	1.0
21ae300c989cc229fe9313842d9a7efa	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JACDCA01;s__JACDCA01 sp013817065	1.0
21b4c85bfff439deb7e54aeaa7ddb39a	Unassigned	1.0
21b9f309a95e02c1f55a485956f6d576	Unassigned	1.0
21c350bc79919cb8efd4bf8cc218eeb0	Unassigned	1.0
21c9d6736a669b713c6d48ac082ecea2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinibacter;s__Ornithinibacter aureus	1.0
21ccf151d4062ecd106ba8da71da1e67	Unassigned	1.0
21ce1c88de79c02a3e9dc35fb4d07dae	Unassigned	1.0
21cee3c85019facf6a94b1b1b23729ab	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__Geothrix fermentans	1.0
21cff8f990f4bec09791742385f2245b	Unassigned	1.0
21d7ce329118d998710e311e66da19d6	Unassigned	1.0
21ed3850ef48a3409ed27807893b478c	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter daejeonensis	1.0
21f81fd34444c645c34f40d31f352496	Unassigned	1.0
22064884cddd20f9cdd2c121fb95341e	Unassigned	1.0
22076876e5b027a8e7a1f00bec99d0df	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ginsengibacter;s__Ginsengibacter sp017882215	1.0
220a143b9391c3491585f5efad492321	Unassigned	1.0
221685b3dc9dccc850515a298cf6514b	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__Hylemonella sp001432305	1.0
2218d4b11fcb94a6f17f02f4d260ba32	Unassigned	1.0
221e0ea8d96f01d9efed694b0c1b6779	Unassigned	1.0
222d9ded485e3c688e2a97e0b88334c5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__UBA6918;s__UBA6918 sp008923285	1.0
2246f2081709ff4e6cd6b0e24a382147	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_A;s__Hyphomicrobium_A sp009026145	1.0
2249b58031b5e872a74652a44a47acf1	Unassigned	1.0
225ec8b0bd341e3ab2d988487e9f3d64	Unassigned	1.0
22668c2ca871de40009d8b0e6f52cd34	Unassigned	1.0
2270f283f788ed4c776e56a357f0f948	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Croceibacterium;s__Croceibacterium sp018599195	1.0
227ae45e5cda76795cd1a2c94ad7e9ae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__JJ008 sp016719165	1.0
228a150d8ae821b6d7de6273712a8970	Unassigned	1.0
228c37efa68c4228ada57775ea3001bd	Unassigned	1.0
22926d4397a6983b409da823bdc4e092	Unassigned	1.0
229401683817bf71ada0027f8acc2f0d	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Elainellales;f__Elainellaceae;g__FACHB-8;s__FACHB-8 sp014695575	1.0
2297165c3491560f30a7f1eac53ef439	Unassigned	1.0
229b2fa683eb67fc7c4df3f74bd29d00	Unassigned	1.0
22a2c56cfa1e615a53bb890dfe9809ec	Unassigned	1.0
22ab0b690acc98f64a157fc0c7694c21	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__SYSU-D60009;s__SYSU-D60009 sp003574735	1.0
22afde43870e997ec1aab7fa926c8b13	Unassigned	1.0
22bdf8326b5774831bf2aba348be8726	Unassigned	1.0
22c064d7e587d7bd4251d54b6c336911	Unassigned	1.0
22c7d14b118790ab34c2361d9c5b28eb	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__Sphingomicrobium sp011301715	1.0
22cc92dfeccb2a3411d2de196c57c1e4	Unassigned	1.0
22d29f94b0559111a4bd2c5e1c1d0020	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__Sphingomicrobium sp014352855	1.0
22d9e561c2947d42c4e980b9fa98759c	Unassigned	1.0
22dc1ab0cea3a986c6b96dd05293f22e	Unassigned	1.0
22e560b3dff9ea3377b65e01af504434	Unassigned	1.0
22edec89a8cb4375068890b9cd288b36	Unassigned	1.0
22f14db5a280bb1b25f2c662d486e0b4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter_A;s__Lysobacter_A helvus	1.0
22f5975ec61f19332f4b9fe8e5a66a6a	Unassigned	1.0
230240ed22049f51e7120f291a00f326	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter_A;s__Lysobacter_A dokdonensis	1.0
2303dbaf92eae9521bd7e6944f7aa227	Unassigned	1.0
2318f9240f0d9a3396280fa70fcccf2d	Unassigned	1.0
2323b2434d9df8b8892e8246752681ea	Unassigned	1.0
2333d2933bbf6d8fcf1e941d17c6689b	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zeaxanthinibacter;s__Zeaxanthinibacter sp001683825	1.0
23529b47d5a2cbdebdd94d237a658153	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_A;s__Methylobacter_A tundripaludum_A	1.0
235d4e3239ed5402f4dab2350aa46752	Unassigned	1.0
235f4ddf250d2104122294371bd31db4	Unassigned	1.0
236b4e57733e8b88694ddc815c04b6b8	Unassigned	1.0
2375c59e5b55d15a1c3d65780cba1812	Unassigned	1.0
238dded535c55f5aa2de0d5f595ff757	Unassigned	1.0
23941d83912014f456dec5a68051bbac	Unassigned	1.0
23bd8804971131f4cc2f696abdc96423	Unassigned	1.0
23da95017d5467c73f2e359ee133fbb5	Unassigned	1.0
23dec9248cab19633be55a55349a8012	Unassigned	1.0
23fcbbee3b91ec9795c888e797b9296f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__Flavisolibacter sp013327885	1.0
241d232491607cebba95d91a1d96c4e4	Unassigned	1.0
241f7cc0e1d474f69dd7867abaabc69c	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azoarcus;s__Azoarcus sp006496635	1.0
2427c305c83162b6d0ec8102caf608ce	Unassigned	1.0
242c046a0efd486352e295e94f843b77	Unassigned	1.0
243266dff171866cb42a45854861220e	Unassigned	1.0
2439c3d0ca4ea7fc6de153ed778696dd	Unassigned	1.0
243d7eb708106ba08c1b738a6af2f12d	Unassigned	1.0
243d9f76a62c09a25f0ea2108f94f929	Unassigned	1.0
244490a3be55ee1fdea9a010ac9a62ed	Unassigned	1.0
2457afa6d0a6bdf048ca3c8515853b12	Unassigned	1.0
24677a48326085b5704ac292518ed0f8	Unassigned	1.0
246b52ae80bbbada0cb11d9726b168b1	Unassigned	1.0
2477f2af9f26090bbcc4d7a5dd78a634	Unassigned	1.0
247c5e63a57cd2a266ba45b2746bd6dc	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Niastella;s__Niastella vici	1.0
247de95a318ff56e7c5150baa0c2373a	Unassigned	1.0
247fb5da38529a6b5461fa73c180779f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuricellaceae;g__Sulfurimicrobium;s__Sulfurimicrobium lacus	1.0
2482af6e8a8a7b0cc1d920e12d96a224	Unassigned	1.0
2489109e36972b6a95a1cae8e19e51ed	Unassigned	1.0
248a687400e050f2c45c6aa5cb2f2a2a	Unassigned	1.0
2494285941ed4985737bf1681806cb1a	Unassigned	1.0
2494b345d0aef215038ea45bc7fb5bc1	Unassigned	1.0
249a451512406a027eab86631dc6c59f	Unassigned	1.0
249d54438fe103ab699951cb291bfa1b	Unassigned	1.0
24a830f63cbd0b019fed25d88be40118	Unassigned	1.0
24ccd9f1cb2c26df2cf575314cbd646d	Unassigned	1.0
24d71477e2eea5d567005e2a5bc1ab4b	Unassigned	1.0
24e44f9b149b5abe24f61f1352debfe1	Unassigned	1.0
24e90db351a0b98e950f5cb9af55e1f5	Unassigned	1.0
24ef82162e9d3534b457904f0740dc5e	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_A;s__Methylobacter_A tundripaludum	1.0
24f180506180992ff88b5e1b27276d40	Unassigned	1.0
24f50dce5ce21dcf1d3091664d5915a8	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Casp-actino5;s__Casp-actino5 sp017859785	1.0
250493eab7b61e338896e0bcf0155480	Unassigned	1.0
2508e40a51c6f62f16e0c78aef193264	Unassigned	1.0
2511dec5e34a351ec07f7101d1f892d3	Unassigned	1.0
251afc6b620ca5eaa7ae3384e4c083be	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__12-FULL-67-14b;s__12-FULL-67-14b sp016871275	1.0
2534ad54c251893ac46f2a3427a682cb	Unassigned	1.0
254190e70e248e466dd294c47f28fd1b	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-1;s__DP-1 sp005879605	1.0
2563cf0250789c7fd3f43132eab80255	Unassigned	1.0
256b14701a6bc366be64e9d2717017f3	Unassigned	1.0
257114aba17bd0ebfa1029c08fb676b1	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__R267;s__R267 sp013340205	1.0
25800a880bd624ca771ff9b58f140a87	Unassigned	1.0
25844bdff854a980b5064e169ad2471e	Unassigned	1.0
25957aa9f41ba748ec3f8a7946ef5529	Unassigned	1.0
25976d913319f596c79aace9938031b1	Unassigned	1.0
25bc27b308c7ff8e633f1a0af6e68697	Unassigned	1.0
25be44212aeb2f50ccde8a1fc8320cb0	Unassigned	1.0
25d004b389adf691693fd4c4f6c4daa3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__DSM-18226;g__Neobacillus;s__Neobacillus fumarioli	1.0
25df736f0930951e85f3105f2f1353e7	Unassigned	1.0
25e29b21c72f31b00c0df5d210db6a1d	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__Massilia sp012849555	1.0
260eafc0d159ae13fb4a5adefccfd955	Unassigned	1.0
2614ed98b302b89921b4dd53c0cbc800	Unassigned	1.0
262683d73e381d905f44f4d142e42732	Unassigned	1.0
262ff47168283e4cbd0322a819fb8624	Unassigned	1.0
2630ac439109ac9cf2cec284aef7f549	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__Sphingomicrobium sp011301715	1.0
26399106477891a34d99e4a43d88d075	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter psychrotolerans	1.0
2642d80ce248b61982a64f4739b7dc4f	Unassigned	1.0
264f34253bd44658c5dbc8f4f30f671e	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__PR03;g__PR03;s__PR03 sp003576805	1.0
26524603b42e37da7a20bac48e55cf5e	Unassigned	1.0
2655ad3d7f1a7c77fd6f41fd5ec8c819	Unassigned	1.0
265be4972e0d97b991dffccb0e0d90a9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__Sphingomicrobium sp003097155	1.0
265e8ac53adb6840d4193f9d473284d4	Unassigned	1.0
2668ba99bbecbf460997e116868b2776	Unassigned	1.0
266b4e351318a9a4ef2242f1ad24a5ea	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter antibioticus	0.833
266dc2f91729de97b563e075b62e228a	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas cellasea	1.0
